START_DATE,END_DATE,START_TIME,END_TIME,RIDE_DURATION_IN_MINS,CATEGORY,START,STOP,MILES,PURPOSE
03-07-2016,03-07-2016,20:00:00,20:18:00,18,Business,Cary,Durham,9.9,"Meeting"
04-07-2016,04-07-2016,00:32:00,00:47:00,15,Business,Durham,Cary,9.9,"Meeting"
04-07-2016,04-07-2016,17:31:00,17:49:00,18,Business,Whitebridge,Summerwinds,8.8,"Meeting"
04-07-2016,04-07-2016,18:23:00,18:49:00,26,Business,Summerwinds,Whitebridge,8.7,"Temporary Site"
04-07-2016,04-07-2016,20:00:00,20:17:00,17,Business,Cary,Durham,11.8,"Meeting"
05-07-2016,05-07-2016,00:00:00,00:05:00,5,Business,Parkwood,Parkwood,1.2,"Errand/Supplies"
05-07-2016,05-07-2016,00:08:00,00:28:00,20,Business,Durham,Cary,9.9,"Meeting"
05-07-2016,05-07-2016,16:48:00,16:52:00,4,Business,Whitebridge,Whitebridge,0.6,"Errand/Supplies"
05-07-2016,05-07-2016,20:06:00,20:26:00,20,Business,Cary,Durham,9.9,"Not Defined
"
05-07-2016,05-07-2016,22:41:00,23:02:00,21,Business,Durham,Morrisville,8.6,"Not Defined
"
06-07-2016,06-07-2016,00:33:00,00:53:00,20,Business,Morrisville,Cary,6.3,"Meal/Entertain"
06-07-2016,06-07-2016,09:06:00,09:25:00,19,Business,Cary,Durham,9.9,"Meeting"
06-07-2016,06-07-2016,12:48:00,13:08:00,20,Business,Durham,Cary,9.9,"Not Defined
"
06-07-2016,06-07-2016,20:04:00,20:14:00,10,Business,Cary,Morrisville,3.3,"Meal/Entertain"
06-07-2016,06-07-2016,23:46:00,23:59:00,13,Business,Morrisville,Cary,3.1,"Customer Visit"
07-07-2016,07-07-2016,08:22:00,08:50:00,28,Business,Cary,Morrisville,7.9,"Temporary Site"
07-07-2016,07-07-2016,10:27:00,10:33:00,6,Business,Morrisville,Cary,8.9,"Not Defined
"
07-07-2016,07-07-2016,12:59:00,13:35:00,36,Business,Kenner,New Orleans,12.8,"Not Defined
"
08-07-2016,08-07-2016,09:50:00,10:13:00,23,Business,CBD,Pontchartrain Beach,7.7,"Not Defined
"
08-07-2016,08-07-2016,10:51:00,11:12:00,21,Business,Pontchartrain Beach,CBD,7,"Not Defined
"
08-07-2016,08-07-2016,13:48:00,14:11:00,23,Business,New Orleans,Metairie,12.5,"Not Defined
"
08-07-2016,08-07-2016,17:11:00,17:30:00,19,Business,Kenner,New Orleans,13.2,"Not Defined
"
09-07-2016,09-07-2016,09:03:00,09:46:00,43,Business,New Orleans,Kenner,13,"Not Defined
"
09-07-2016,09-07-2016,09:52:00,10:06:00,14,Business,Kenner,Metairie,4.9,"Not Defined
"
09-07-2016,09-07-2016,10:15:00,10:33:00,18,Business,Metairie,New Orleans,8.5,"Not Defined
"
10-07-2016,10-07-2016,14:10:00,14:17:00,7,Business,CBD,St Thomas,1.3,"Not Defined
"
10-07-2016,10-07-2016,16:04:00,16:15:00,11,Business,St Thomas,CBD,1.8,"Not Defined
"
10-07-2016,10-07-2016,18:05:00,18:21:00,16,Business,New Orleans,Kenner,13.6,"Not Defined
"
10-07-2016,10-07-2016,19:51:00,20:08:00,17,Business,Kenner,New Orleans,13.4,"Not Defined
"
12-07-2016,12-07-2016,16:10:00,16:45:00,35,Business,New Orleans,Kenner,12.3,"Not Defined
"
12-07-2016,12-07-2016,19:21:00,19:26:00,5,Personal,Kenner,Kenner,1.4,"Not Defined
"
12-07-2016,13-07-2016,23:47:00,00:11:00,24,Personal,Morrisville,Cary,8.7,"Not Defined
"
13-07-2016,13-07-2016,12:39:00,13:20:00,41,Personal,Cary,Morrisville,23.5,"Not Defined
"
13-07-2016,13-07-2016,13:25:00,13:39:00,14,Personal,Morrisville,Morrisville,2.2,"Not Defined
"
13-07-2016,13-07-2016,13:42:00,13:54:00,12,Personal,Morrisville,Cary,4.4,"Not Defined
"
14-07-2016,14-07-2016,15:51:00,15:59:00,8,Personal,Cary,Morrisville,3.3,"Not Defined
"
14-07-2016,14-07-2016,16:03:00,16:34:00,31,Business,Morrisville,Morrisville,11.8,"Errand/Supplies"
14-07-2016,14-07-2016,16:39:00,20:05:00,206,Business,Morrisville,Banner Elk,195.3,"Not Defined
"
15-07-2016,15-07-2016,11:32:00,11:53:00,21,Personal,Banner Elk,Banner Elk,8.3,"Not Defined
"
15-07-2016,15-07-2016,12:09:00,12:19:00,10,Personal,Banner Elk,Banner Elk,3.2,"Not Defined
"
15-07-2016,15-07-2016,12:35:00,13:15:00,40,Personal,Banner Elk,Elk Park,22.4,"Not Defined
"
15-07-2016,15-07-2016,15:03:00,15:33:00,30,Personal,Elk Park,Banner Elk,12.2,"Not Defined
"
15-07-2016,15-07-2016,15:40:00,15:52:00,12,Personal,Banner Elk,Banner Elk,4.5,"Not Defined
"
16-07-2016,16-07-2016,13:14:00,14:10:00,56,Personal,Banner Elk,Newland,28.1,"Not Defined
"
16-07-2016,16-07-2016,14:14:00,14:30:00,16,Personal,Newland,Newland,3.8,"Not Defined
"
16-07-2016,16-07-2016,15:29:00,16:57:00,88,Personal,Newland,Boone,41.9,"Not Defined
"
16-07-2016,16-07-2016,19:42:00,20:35:00,53,Personal,Boone,Banner Elk,23.8,"Not Defined
"
16-07-2016,16-07-2016,21:45:00,22:18:00,33,Personal,Banner Elk,Banner Elk,13,"Not Defined
"
16-07-2016,16-07-2016,22:50:00,23:03:00,13,Business,Banner Elk,Banner Elk,4.4,"Errand/Supplies"
17-07-2016,17-07-2016,11:23:00,11:50:00,27,Personal,Banner Elk,Boone,15.1,"Charity ($)"
17-07-2016,17-07-2016,12:20:00,15:25:00,185,Personal,Boone,Cary,180.2,"Commute"
18-07-2016,18-07-2016,10:37:00,10:49:00,12,Personal,Cary,Morrisville,4.1,"Moving"
18-07-2016,18-07-2016,10:54:00,11:15:00,21,Personal,Morrisville,Cary,6.1,"Moving"
18-07-2016,18-07-2016,11:25:00,11:36:00,11,Personal,Northwoods,Preston,3.3,"Moving"
18-07-2016,18-07-2016,11:40:00,11:56:00,16,Personal,Preston,Whitebridge,4.7,"Moving"
18-07-2016,18-07-2016,17:12:00,17:33:00,21,Business,Cary,Apex,7.2,"Meeting"
18-07-2016,18-07-2016,18:32:00,18:47:00,15,Business,Apex,Cary,5.5,"Meal/Entertain"
18-07-2016,18-07-2016,19:07:00,19:14:00,7,Business,Cary,Morrisville,3.3,"Meal/Entertain"
18-07-2016,18-07-2016,20:28:00,20:32:00,4,Business,Hazelwood,Weston,0.9,"Errand/Supplies"
18-07-2016,18-07-2016,21:11:00,21:19:00,8,Business,Morrisville,Cary,3.8,"Meal/Entertain"
19-07-2016,19-07-2016,10:35:00,10:51:00,16,Business,Whitebridge,Stonewater,6.4,"Customer Visit"
19-07-2016,19-07-2016,10:56:00,11:11:00,15,Business,Stonewater,Lexington Park at Amberly,3,"Meeting"
19-07-2016,19-07-2016,11:30:00,12:00:00,30,Business,Lexington Park at Amberly,Whitebridge,8.7,"Meal/Entertain"
19-07-2016,19-07-2016,17:14:00,17:24:00,10,Business,Whitebridge,Chessington,3.9,"Errand/Supplies"
19-07-2016,19-07-2016,17:50:00,18:08:00,18,Personal,Chessington,Whitebridge,4.8,"Not Defined
"
20-07-2016,20-07-2016,17:12:00,17:24:00,12,Personal,Whitebridge,Edgehill Farms,2.8,"Not Defined
"
20-07-2016,20-07-2016,17:50:00,17:57:00,7,Personal,Edgehill Farms,Preston,1.4,"Not Defined
"
20-07-2016,20-07-2016,18:16:00,18:20:00,4,Personal,Preston,Whitebridge,1.4,"Not Defined
"
21-07-2016,21-07-2016,17:17:00,17:23:00,6,Business,Whitebridge,Edgehill Farms,2.7,"Not Defined
"
21-07-2016,21-07-2016,17:42:00,17:51:00,9,Business,Edgehill Farms,Burtrose,2.3,"Not Defined
"
21-07-2016,21-07-2016,18:27:00,18:42:00,15,Business,Cary,Morrisville,3.7,"Not Defined
"
21-07-2016,21-07-2016,19:30:00,19:39:00,9,Business,Morrisville,Cary,2.9,"Not Defined
"
22-07-2016,22-07-2016,10:42:00,10:53:00,11,Business,Cary,Morrisville,3.8,"Not Defined
"
22-07-2016,22-07-2016,11:11:00,11:25:00,14,Business,Morrisville,Cary,5.1,"Not Defined
"
22-07-2016,22-07-2016,11:37:00,12:00:00,23,Business,Hazelwood,Lexington Park at Amberly,9.1,"Not Defined
"
22-07-2016,22-07-2016,12:14:00,12:31:00,17,Business,Cary,Durham,8,"Not Defined
"
22-07-2016,22-07-2016,13:21:00,13:42:00,21,Business,Durham,Cary,9.9,"Meeting"
22-07-2016,22-07-2016,14:27:00,14:43:00,16,Business,Cary,Morrisville,6.1,"Meal/Entertain"
22-07-2016,22-07-2016,15:49:00,16:22:00,33,Business,Morrisville,Cary,12.2,"Not Defined
"
22-07-2016,22-07-2016,18:33:00,18:51:00,18,Business,Wayne Ridge,Whitebridge,8,"Not Defined
"
23-07-2016,23-07-2016,14:27:00,14:44:00,17,Business,Cary,Morrisville,4,"Not Defined
"
23-07-2016,23-07-2016,14:48:00,15:12:00,24,Business,Morrisville,Cary,9.5,"Not Defined
"
23-07-2016,23-07-2016,15:15:00,15:27:00,12,Business,Cary,Morrisville,3,"Not Defined
"
23-07-2016,23-07-2016,15:50:00,16:10:00,20,Business,Morrisville,Cary,6.3,"Not Defined
"
23-07-2016,23-07-2016,20:17:00,20:33:00,16,Business,Cary,Durham,10.4,"Meeting"
23-07-2016,23-07-2016,23:18:00,23:43:00,25,Business,Durham,Cary,9.9,"Meeting"
25-07-2016,25-07-2016,10:35:00,10:41:00,6,Business,Whitebridge,Parkway,1.5,"Not Defined
"
25-07-2016,25-07-2016,10:47:00,10:58:00,11,Business,Cary,Morrisville,4.9,"Not Defined
"
25-07-2016,25-07-2016,11:04:00,11:33:00,29,Business,Morrisville,Cary,7.9,"Not Defined
"
25-07-2016,25-07-2016,11:37:00,11:44:00,7,Business,Parkway,Whitebridge,1.7,"Not Defined
"
26-07-2016,26-07-2016,15:43:00,15:49:00,6,Business,Whitebridge,Westpark Place,2.2,"Not Defined
"
26-07-2016,26-07-2016,17:14:00,17:24:00,10,Business,Westpark Place,Whitebridge,2.1,"Not Defined
"
26-07-2016,26-07-2016,20:52:00,21:00:00,8,Business,Cary,Morrisville,2.5,"Meal/Entertain"
26-07-2016,26-07-2016,22:31:00,22:39:00,8,Business,Morrisville,Cary,2.5,"Meal/Entertain"
27-07-2016,27-07-2016,19:08:00,19:20:00,12,Business,Cary,Morrisville,2.8,"Not Defined
"
27-07-2016,27-07-2016,21:34:00,21:57:00,23,Business,Morrisville,Raleigh,14.7,"Not Defined
"
27-07-2016,27-07-2016,22:00:00,22:26:00,26,Business,Raleigh,Morrisville,14.6,"Not Defined
"
28-07-2016,28-07-2016,00:04:00,00:09:00,5,Business,Morrisville,Cary,2.3,"Not Defined
"
29-07-2016,29-07-2016,15:45:00,15:47:00,2,Business,Whitebridge,Westpark Place,2.2,"Not Defined
"
29-07-2016,29-07-2016,17:27:00,17:45:00,18,Business,Westpark Place,Whitebridge,2.2,"Meal/Entertain"
30-07-2016,30-07-2016,17:02:00,17:27:00,25,Business,Cary,Durham,14,"Not Defined
"
30-07-2016,30-07-2016,21:16:00,21:41:00,25,Business,Durham,Cary,13.3,"Not Defined
"
31-07-2016,31-07-2016,17:30:00,17:37:00,7,Business,Westpark Place,Whitebridge,1.8,"Not Defined
"
01-08-2016,01-08-2016,12:47:00,13:04:00,17,Business,Whitebridge,Arlington Park at Amberly,6.2,"Not Defined
"
01-08-2016,01-08-2016,13:08:00,13:19:00,11,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,"Not Defined
"
01-08-2016,01-08-2016,13:28:00,13:46:00,18,Business,Lexington Park at Amberly,Westpark Place,1.9,"Not Defined
"
01-08-2016,01-08-2016,13:52:00,14:14:00,22,Business,Cary,Apex,6.9,"Not Defined
"
01-08-2016,01-08-2016,15:40:00,15:47:00,7,Business,Apex,Cary,4.6,"Not Defined
"
01-08-2016,01-08-2016,16:18:00,16:25:00,7,Business,Whitebridge,Edgehill Farms,2.8,"Not Defined
"
01-08-2016,01-08-2016,16:29:00,16:59:00,30,Business,Cary,Morrisville,9.1,"Not Defined
"
01-08-2016,01-08-2016,17:23:00,17:55:00,32,Business,Morrisville,Cary,8.1,"Not Defined
"
02-08-2016,02-08-2016,08:11:00,08:32:00,21,Business,Cary,Morrisville,8.4,"Meeting"
02-08-2016,02-08-2016,11:51:00,12:15:00,24,Business,Arlington,Washington,4.9,"Not Defined
"
02-08-2016,02-08-2016,19:15:00,19:23:00,8,Business,Kalorama Triangle,K Street,1,"Not Defined
"
02-08-2016,02-08-2016,21:23:00,21:29:00,6,Business,K Street,Kalorama Triangle,1,"Not Defined
"
03-08-2016,03-08-2016,12:46:00,13:00:00,14,Business,West End,Northwest Rectangle,2,"Not Defined
"
03-08-2016,03-08-2016,14:59:00,15:03:00,4,Business,K Street,Kalorama Triangle,1.1,"Not Defined
"
03-08-2016,03-08-2016,16:00:00,16:04:00,4,Business,Kalorama Triangle,Downtown,1.5,"Not Defined
"
05-08-2016,05-08-2016,17:23:00,17:30:00,7,Business,Connecticut Avenue,Kalorama Triangle,1.3,"Not Defined
"
05-08-2016,05-08-2016,18:17:00,18:21:00,4,Business,Kalorama Triangle,Columbia Heights,1.8,"Not Defined
"
05-08-2016,05-08-2016,19:17:00,19:27:00,10,Business,Columbia Heights,Kalorama Triangle,1.5,"Not Defined
"
06-08-2016,06-08-2016,06:40:00,06:58:00,18,Business,Washington,Arlington,6.6,"Not Defined
"
06-08-2016,06-08-2016,09:31:00,09:53:00,22,Business,Morrisville,Cary,8,"Not Defined
"
07-08-2016,07-08-2016,17:14:00,17:23:00,9,Business,Whitebridge,Edgehill Farms,2.7,"Not Defined
"
07-08-2016,07-08-2016,17:28:00,17:43:00,15,Business,Edgehill Farms,Whitebridge,2.7,"Customer Visit"
07-08-2016,07-08-2016,18:17:00,18:23:00,6,Business,Cary,Morrisville,2.5,"Not Defined
"
07-08-2016,07-08-2016,20:15:00,20:23:00,8,Business,Morrisville,Cary,2.5,"Meal/Entertain"
08-08-2016,08-08-2016,16:17:00,16:31:00,14,Business,Whitebridge,Farmington Woods,5.2,"Not Defined
"
08-08-2016,08-08-2016,16:37:00,16:50:00,13,Business,Farmington Woods,Edgehill Farms,4,"Not Defined
"
08-08-2016,08-08-2016,17:02:00,17:13:00,11,Business,Edgehill Farms,Whitebridge,2.7,"Customer Visit"
08-08-2016,08-08-2016,21:50:00,22:15:00,25,Business,Cary,Morrisville,4.8,"Not Defined
"
08-08-2016,08-08-2016,23:28:00,23:37:00,9,Business,Morrisville,Cary,3.2,"Customer Visit"
09-08-2016,09-08-2016,14:20:00,14:38:00,18,Business,Whitebridge,Waverly Place,6.9,"Not Defined
"
09-08-2016,09-08-2016,15:15:00,15:36:00,21,Business,Cary,Raleigh,14.9,"Not Defined
"
09-08-2016,09-08-2016,16:04:00,16:37:00,33,Business,Raleigh,Cary,17.4,"Not Defined
"
10-08-2016,10-08-2016,16:56:00,17:24:00,28,Business,Cary,Durham,12.9,"Not Defined
"
10-08-2016,10-08-2016,17:53:00,18:28:00,35,Business,Durham,Apex,15.3,"Not Defined
"
10-08-2016,10-08-2016,18:49:00,18:50:00,1,Business,Apex,Apex,1,"Not Defined
"
10-08-2016,10-08-2016,19:47:00,20:02:00,15,Business,Apex,Cary,6,"Not Defined
"
11-08-2016,11-08-2016,12:53:00,13:00:00,7,Business,Whitebridge,Heritage Pines,2.2,"Not Defined
"
11-08-2016,11-08-2016,13:14:00,13:28:00,14,Business,Heritage Pines,Edgehill Farms,4.4,"Not Defined
"
11-08-2016,11-08-2016,13:32:00,13:42:00,10,Business,Edgehill Farms,Whitebridge,2.8,"Not Defined
"
11-08-2016,11-08-2016,18:37:00,19:29:00,52,Business,Cary,Wake Forest,31.7,"Not Defined
"
11-08-2016,11-08-2016,20:59:00,21:44:00,45,Business,Wake Forest,Cary,31.9,"Not Defined
"
12-08-2016,12-08-2016,18:49:00,18:52:00,3,Business,Whitebridge,Westpark Place,1.9,"Not Defined
"
12-08-2016,12-08-2016,18:56:00,19:05:00,9,Business,Westpark Place,Whitebridge,1.8,"Not Defined
"
13-08-2016,13-08-2016,15:35:00,15:58:00,23,Business,Cary,Morrisville,8.4,"Meeting"
15-08-2016,15-08-2016,09:05:00,09:52:00,47,Business,Rawalpindi,Unknown Location,15.6,"Not Defined
"
16-08-2016,16-08-2016,10:06:00,10:27:00,21,Business,Unknown Location,Islamabad,5.7,"Not Defined
"
16-08-2016,16-08-2016,10:31:00,10:38:00,7,Business,Islamabad,Islamabad,1.2,"Not Defined
"
16-08-2016,16-08-2016,11:47:00,12:03:00,16,Business,Islamabad,Unknown Location,5.7,"Temporary Site"
17-08-2016,17-08-2016,14:45:00,14:50:00,5,Business,Unknown Location,Rawalpindi,1.4,"Not Defined
"
17-08-2016,17-08-2016,15:32:00,15:47:00,15,Business,Rawalpindi,Islamabad,6.4,"Not Defined
"
17-08-2016,17-08-2016,16:29:00,16:50:00,21,Business,Islamabad,Unknown Location,7.3,"Not Defined
"
19-08-2016,19-08-2016,08:24:00,08:45:00,21,Business,Unknown Location,Noorpur Shahan,7.6,"Not Defined
"
19-08-2016,19-08-2016,08:54:00,09:07:00,13,Business,Noorpur Shahan,Islamabad,3.3,"Not Defined
"
19-08-2016,19-08-2016,09:27:00,09:47:00,20,Business,Islamabad,Rawalpindi,6.5,"Not Defined
"
19-08-2016,19-08-2016,10:57:00,11:06:00,9,Business,Rawalpindi,Unknown Location,2,"Not Defined
"
19-08-2016,19-08-2016,12:07:00,12:24:00,17,Business,Unknown Location,Islamabad,5.7,"Not Defined
"
19-08-2016,19-08-2016,15:51:00,16:06:00,15,Business,Islamabad,Islamabad,3.2,"Not Defined
"
19-08-2016,19-08-2016,17:12:00,17:52:00,40,Business,Islamabad,Unknown Location,12.5,"Not Defined
"
21-08-2016,21-08-2016,16:30:00,17:02:00,32,Business,Unknown Location,Islamabad,12.2,"Not Defined
"
21-08-2016,21-08-2016,18:10:00,18:17:00,7,Business,Islamabad,Islamabad,1.4,"Not Defined
"
21-08-2016,21-08-2016,18:48:00,19:24:00,36,Business,Islamabad,Unknown Location,20.2,"Not Defined
"
22-08-2016,22-08-2016,10:00:00,10:44:00,44,Business,Unknown Location,Islamabad,9.8,"Not Defined
"
22-08-2016,22-08-2016,11:07:00,11:23:00,16,Business,Islamabad,Unknown Location,6.3,"Not Defined
"
22-08-2016,22-08-2016,12:36:00,12:49:00,13,Business,Unknown Location,Islamabad,4.9,"Not Defined
"
22-08-2016,22-08-2016,13:02:00,13:11:00,9,Business,Islamabad,Islamabad,1.5,"Not Defined
"
22-08-2016,22-08-2016,14:07:00,14:31:00,24,Business,Islamabad,Unknown Location,10.9,"Not Defined
"
22-08-2016,22-08-2016,19:58:00,20:50:00,52,Business,Unknown Location,Rawalpindi,7.9,"Not Defined
"
22-08-2016,22-08-2016,20:53:00,21:31:00,38,Business,Rawalpindi,Rawalpindi,4.1,"Not Defined
"
22-08-2016,22-08-2016,22:31:00,23:00:00,29,Business,Rawalpindi,Unknown Location,18.7,"Not Defined
"
23-08-2016,23-08-2016,08:10:00,08:25:00,15,Business,Unknown Location,Noorpur Shahan,8.7,"Not Defined
"
23-08-2016,23-08-2016,09:35:00,10:09:00,34,Business,Noorpur Shahan,Unknown Location,7.5,"Not Defined
"
23-08-2016,23-08-2016,12:59:00,13:15:00,16,Business,Unknown Location,Noorpur Shahan,7.7,"Not Defined
"
23-08-2016,23-08-2016,13:19:00,13:30:00,11,Business,Noorpur Shahan,Islamabad,4.4,"Not Defined
"
23-08-2016,23-08-2016,13:49:00,14:04:00,15,Business,Islamabad,Unknown Location,5,"Not Defined
"
25-08-2016,25-08-2016,19:25:00,19:57:00,32,Business,Unknown Location,Lahore,9.2,"Not Defined
"
25-08-2016,25-08-2016,22:58:00,23:16:00,18,Business,Lahore,Unknown Location,7.3,"Not Defined
"
26-08-2016,26-08-2016,12:10:00,12:20:00,10,Business,Unknown Location,Lahore,3.9,"Not Defined
"
26-08-2016,26-08-2016,14:10:00,14:33:00,23,Business,Lahore,Lahore,7.4,"Not Defined
"
26-08-2016,26-08-2016,15:23:00,15:35:00,12,Business,Lahore,Lahore,1.5,"Not Defined
"
26-08-2016,26-08-2016,15:59:00,16:24:00,25,Business,Lahore,Unknown Location,7.9,"Not Defined
"
26-08-2016,26-08-2016,16:55:00,17:12:00,17,Business,Unknown Location,Lahore,2.9,"Not Defined
"
26-08-2016,26-08-2016,18:42:00,18:56:00,14,Business,Lahore,Lahore,3.4,"Not Defined
"
26-08-2016,26-08-2016,19:31:00,19:54:00,23,Business,Lahore,Lahore,3.8,"Not Defined
"
26-08-2016,26-08-2016,20:06:00,20:16:00,10,Business,Lahore,Unknown Location,5.9,"Not Defined
"
27-08-2016,27-08-2016,09:34:00,10:11:00,37,Business,Unknown Location,Lahore,9.6,"Not Defined
"
27-08-2016,27-08-2016,11:47:00,12:06:00,19,Business,Lahore,Lahore,7,"Not Defined
"
27-08-2016,27-08-2016,12:12:00,12:17:00,5,Business,Lahore,Lahore,0.9,"Not Defined
"
27-08-2016,27-08-2016,14:01:00,15:44:00,103,Business,Lahore,Unknown Location,86.6,"Not Defined
"
28-08-2016,28-08-2016,09:57:00,10:18:00,21,Business,Unknown Location,Noorpur Shahan,10.1,"Not Defined
"
28-08-2016,28-08-2016,16:39:00,16:55:00,16,Business,Noorpur Shahan,Islamabad,6.2,"Not Defined
"
28-08-2016,28-08-2016,17:37:00,17:55:00,18,Business,Islamabad,Islamabad,5.3,"Not Defined
"
28-08-2016,28-08-2016,21:15:00,21:59:00,44,Business,Islamabad,Unknown Location,12.1,"Not Defined
"
29-08-2016,29-08-2016,12:02:00,12:31:00,29,Business,Unknown Location,Islamabad,10.8,"Not Defined
"
29-08-2016,29-08-2016,13:38:00,13:48:00,10,Business,Islamabad,Islamabad,4.3,"Not Defined
"
29-08-2016,29-08-2016,14:31:00,14:41:00,10,Business,Islamabad,Islamabad,2.5,"Not Defined
"
29-08-2016,29-08-2016,14:49:00,15:04:00,15,Business,Islamabad,Unknown Location,5.7,"Temporary Site"
29-08-2016,29-08-2016,15:49:00,15:59:00,10,Business,Unknown Location,Islamabad,2.8,"Not Defined
"
29-08-2016,29-08-2016,16:06:00,16:21:00,15,Business,Islamabad,Unknown Location,4,"Not Defined
"
29-08-2016,29-08-2016,17:24:00,17:41:00,17,Business,Unknown Location,Islamabad,5.5,"Not Defined
"
29-08-2016,29-08-2016,18:27:00,18:36:00,9,Business,Islamabad,Islamabad,2.6,"Not Defined
"
30-08-2016,30-08-2016,12:46:00,13:09:00,23,Business,Unknown Location,Islamabad,8.8,"Not Defined
"
30-08-2016,30-08-2016,13:25:00,13:46:00,21,Business,Islamabad,Islamabad,4.4,"Not Defined
"
30-08-2016,30-08-2016,14:00:00,14:20:00,20,Business,Islamabad,Unknown Location,5.3,"Not Defined
"
01-09-2016,01-09-2016,11:51:00,12:24:00,33,Business,Unknown Location,Islamabad,13,"Not Defined
"
01-09-2016,01-09-2016,17:21:00,17:36:00,15,Business,Islamabad,Unknown Location,10.6,"Not Defined
"
02-09-2016,02-09-2016,11:37:00,12:24:00,47,Business,Unknown Location,Islamabad,9.2,"Not Defined
"
05-09-2016,05-09-2016,10:25:00,10:44:00,19,Business,Unknown Location,Rawalpindi,17.2,"Not Defined
"
19-09-2016,19-09-2016,06:18:00,06:49:00,31,Business,Rawalpindi,Unknown Location,18.2,"Not Defined
"
19-09-2016,19-09-2016,14:40:00,14:56:00,16,Business,Unknown Location,Islamabad,10.5,"Not Defined
"
19-09-2016,19-09-2016,16:23:00,16:31:00,8,Business,Islamabad,Unknown Location,5.7,"Not Defined
"
19-09-2016,19-09-2016,19:10:00,19:49:00,39,Business,Unknown Location,Islamabad,18.3,"Not Defined
"
20-09-2016,20-09-2016,11:29:00,11:48:00,19,Business,Islamabad,Unknown Location,16.5,"Not Defined
"
20-09-2016,20-09-2016,20:47:00,22:47:00,120,Business,Unknown Location,Rawalpindi,9.6,"Not Defined
"
23-09-2016,23-09-2016,13:15:00,13:40:00,25,Business,Karachi,Karachi,2.9,"Not Defined
"
24-09-2016,24-09-2016,14:34:00,15:15:00,41,Business,Karachi,Unknown Location,8.2,"Not Defined
"
27-09-2016,27-09-2016,13:21:00,14:43:00,82,Business,Lahore,Lahore,9.8,"Not Defined
"
27-09-2016,27-09-2016,19:14:00,20:34:00,80,Business,Lahore,Unknown Location,7.3,"Not Defined
"
28-09-2016,28-09-2016,17:21:00,19:36:00,135,Business,Islamabad,Unknown Location,20.5,"Not Defined
"
29-09-2016,29-09-2016,16:13:00,18:47:00,154,Business,Unknown Location,Islamabad,12.6,"Not Defined
"
30-09-2016,30-09-2016,17:39:00,20:20:00,161,Business,Islamabad,Islamabad,37.7,"Not Defined
"
30-09-2016,30-09-2016,20:59:00,22:34:00,95,Business,Islamabad,Unknown Location,16.7,"Not Defined
"
03-10-2016,03-10-2016,17:09:00,17:12:00,3,Business,Unknown Location,Islamabad,10.5,"Not Defined
"
03-10-2016,03-10-2016,18:17:00,18:34:00,17,Business,Islamabad,Islamabad,2.8,"Not Defined
"
03-10-2016,03-10-2016,18:51:00,19:01:00,10,Business,Islamabad,Islamabad,1.6,"Not Defined
"
03-10-2016,03-10-2016,22:04:00,22:33:00,29,Business,Islamabad,Unknown Location,12.7,"Not Defined
"
06-10-2016,06-10-2016,08:49:00,11:36:00,167,Business,Unknown Location,Rawalpindi,17.9,"Not Defined
"
06-10-2016,06-10-2016,17:23:00,17:40:00,17,Business,Rawalpindi,Unknown Location,112.6,"Not Defined
"
07-10-2016,07-10-2016,10:56:00,10:59:00,3,Business,Unknown Location,Lahore,33.2,"Not Defined
"
07-10-2016,07-10-2016,11:27:00,11:50:00,23,Business,Lahore,Lahore,2.6,"Not Defined
"
07-10-2016,07-10-2016,13:52:00,14:08:00,16,Business,Lahore,Unknown Location,5.8,"Not Defined
"
07-10-2016,07-10-2016,14:29:00,15:11:00,42,Business,Unknown Location,Lahore,8.3,"Not Defined
"
07-10-2016,07-10-2016,15:47:00,16:02:00,15,Business,Lahore,Lahore,2.4,"Not Defined
"
07-10-2016,07-10-2016,18:08:00,18:27:00,19,Business,Lahore,Lahore,3.1,"Not Defined
"
07-10-2016,07-10-2016,18:33:00,19:01:00,28,Business,Lahore,Lahore,6.1,"Not Defined
"
08-10-2016,08-10-2016,15:03:00,15:03:00,0,Business,Karachi,Karachi,3.6,"Not Defined
"
08-10-2016,08-10-2016,18:15:00,18:18:00,3,Business,Karachi,Unknown Location,8,"Not Defined
"
10-10-2016,10-10-2016,17:22:00,17:28:00,6,Business,Islamabad,Islamabad,1.7,"Not Defined
"
10-10-2016,10-10-2016,17:33:00,18:13:00,40,Business,Islamabad,Unknown Location,9.5,"Not Defined
"
11-10-2016,11-10-2016,01:27:00,02:08:00,41,Business,Unknown Location,Rawalpindi,17.1,"Meeting"
12-10-2016,12-10-2016,19:18:00,19:21:00,3,Business,Rawalpindi,Unknown Location,18.4,"Not Defined
"
13-10-2016,13-10-2016,11:20:00,11:58:00,38,Business,Unknown Location,Islamabad,9.8,"Not Defined
"
13-10-2016,13-10-2016,12:08:00,12:14:00,6,Business,Islamabad,Islamabad,1,"Not Defined
"
13-10-2016,13-10-2016,13:02:00,13:02:00,0,Business,Islamabad,Islamabad,0.7,"Not Defined
"
13-10-2016,13-10-2016,13:37:00,13:46:00,9,Business,Islamabad,Islamabad,2.3,"Not Defined
"
13-10-2016,13-10-2016,16:08:00,16:53:00,45,Business,Islamabad,Unknown Location,10.9,"Not Defined
"
